,Compound,Negative,Neutral,Positive,Source,Tweet Date,Tweet Text,Tweets Ago
435,-0.4588,0.167,0.167,0.0,@FoxNews,2018-10-08 04:48:15,"@FoxNews @IDAddictUSA This is awful. Prayers for all of the officers, their families and their peers.",96
436,0.0,0.0,0.0,0.0,@FoxNews,2018-10-08 04:48:15,RT @FoxNews: Alligator snapped in unexpected position outside Louisiana home. https://t.co/sjym20LGaR,97
437,0.0,0.0,0.0,0.0,@FoxNews,2018-10-08 04:48:13,RT @FoxNews: Kavanaugh confirmation sparks sharp reaction from celebrities https://t.co/nMwaEOeSSg,98
438,0.0,0.0,0.0,0.0,@FoxNews,2018-10-08 04:48:12,RT @FoxNews: 'Women for Trump' hosts America First summit https://t.co/xYFDUVl2To,99
439,0.4588,0.114,0.114,0.236,@FoxNews,2018-10-08 04:48:12,"RT @FoxNewsInsider: TONIGHT: @JoeConchaTV &amp; @MZHemingway Discuss 'Media Smears' of 'Guilty Until Innocent' Kavanaugh on ""Life, Liberty &amp; @mâ€¦",100
440,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:31,"RT @nytimes: Since she moved to Washington, the capital has been transfixed by the distance Melania Trump appears to put between herself anâ€¦",1
441,0.0,0.114,0.114,0.154,@nytimes,2018-10-08 04:49:30,"RT @nytimes: Taylor Swift, who has previously been â€œreluctantâ€ to publicly voice her political opinions, broke her silence and endorsed twoâ€¦",2
442,-0.5267,0.173,0.173,0.0,@nytimes,2018-10-08 04:49:29,"RT @miguelbtrevino: 91 cientÃ­ficos de 40 paÃ­ses analizando mÃ¡s de 6,000 estudios cientÃ­ficos.

Ya si no hacemos caso es que no tenemos remeâ€¦",3
443,-0.4404,0.139,0.139,0.0,@nytimes,2018-10-08 04:49:28,"RT @jmillhouse: @nytimes This is the biggest scandal regarding a sitting president we may ever encounter. The ""self-made billionaire"" persoâ€¦",4
444,-0.4404,0.288,0.288,0.153,@nytimes,2018-10-08 04:49:28,RT @nytimes: Major Climate Report Describes a Strong Risk of Crisis as Early as 2040 https://t.co/ofc2Ds2Iyu,5
445,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:28,@JUSTICE4MAGA @SenWarren @SenateGOP @realDonaldTrump @MSNBC @nbc @maddow @chrislhayes @CNN @nytimes @politico Thankâ€¦ https://t.co/NgDk6cDnoB,6
446,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:27,@SaintFrankly @CraigKellyMP @nytimes stick it on the opera house for him.,7
447,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:26,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,8
448,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:26,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,9
449,-0.9245,0.458,0.458,0.055,@nytimes,2018-10-08 04:49:25,"RT @Ostrov_A: Iâ€™m starting to understand the growing gross distrust of mainstream media!

Palestinian terrorist savagely ties up two Israelâ€¦",10
450,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:24,RT @jenbthomas: @nytimes @rolandsmartin @tvonetv @Essence @EBONYMag @staceyabrams @AndrewGillum @OfficialCBC @TheDemocrats https://t.co/xd5â€¦,11
451,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:23,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,12
452,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:23,RT @nytimes: President Trump has sold himself as a self-made billionaire but our investigation found that he received more than $400 millioâ€¦,13
453,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:21,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,14
454,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:20,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,15
455,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:20,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,16
456,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:20,"RT @nytimes: Since she moved to Washington, the capital has been transfixed by the distance Melania Trump appears to put between herself anâ€¦",17
457,-0.3818,0.195,0.195,0.113,@nytimes,2018-10-08 04:49:20,RT @davereaboi: We used to laugh at this shit when it was confined to the lunatics at â¦@Salonâ©. Now itâ€™s standard fare at the â¦@nytimesâ©.â€¦,18
458,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:20,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,19
459,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:18,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,20
460,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:18,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,21
461,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:18,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,22
462,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:17,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,23
463,-0.4939,0.167,0.167,0.0,@nytimes,2018-10-08 04:49:16,"RT @charliekirk11: The left is obsessed with race
The @nytimes should be embarrassed to run a piece that uses the term â€œwhitenessâ€

This isâ€¦",24
464,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:15,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,25
465,-0.3612,0.106,0.106,0.0,@nytimes,2018-10-08 04:49:15,RT @nytimes: On newsstands today: The New York Times investigation that shows how Donald Trump participated in dubious tax schemes during tâ€¦,26
466,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:14,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,27
467,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:14,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,28
468,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:12,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,29
469,0.4939,0.089,0.089,0.252,@nytimes,2018-10-08 04:49:11,"RT @nytimes: Speaking at a Democratic Party gala in Iowa hours after his party lost a vote to prevent Brett Kavanaugh's confirmation, Coryâ€¦",30
470,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:09,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,31
471,0.2708,0.065,0.065,0.14,@nytimes,2018-10-08 04:49:09,"RT @nytimes: Shows of severe devotion are the norm in K-pop, but even in that universe, the fervor generated by BTS is unusually intense htâ€¦",32
472,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:09,@nytimes White Nationalism.,33
473,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:08,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,34
474,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:07,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,35
475,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:07,"RT @nytimes: Since she moved to Washington, the capital has been transfixed by the distance Melania Trump appears to put between herself anâ€¦",36
476,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:06,@Dopioids1 @DEAHQ @washingtonpost @nytimes @NewYorker @WSJ I've always wanted the DEA to listen to more music. Thenâ€¦ https://t.co/XIv9k8SmUt,37
477,0.0,0.114,0.114,0.154,@nytimes,2018-10-08 04:49:06,"RT @nytimes: Taylor Swift, who has previously been â€œreluctantâ€ to publicly voice her political opinions, broke her silence and endorsed twoâ€¦",38
478,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:05,@mikebubulj @nytimes 87 million millennials,39
479,0.4019,0.048,0.048,0.116,@nytimes,2018-10-08 04:49:04,RT @JohnWesleyShipp: â—ï¸This is a good place to leave it for today @msnbc @cnn @nytimes @washingtonpost â€œif you are in opposition to my humaâ€¦,40
480,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:04,RT @nytimes: President Trump has sold himself as a self-made billionaire but our investigation found that he received more than $400 millioâ€¦,41
481,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:04,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,42
482,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:03,RT @nytimes: A small army of African-American women across the South is using networks originally forged in segregation to muster turnout fâ€¦,43
483,0.8479,0.0,0.0,0.396,@nytimes,2018-10-08 04:49:02,"RT @Invisistill: @nytimes @ForeverFallin I love my bulb... totally worth the money lol ğŸ’œ
@BTS_twt #PCAs #IDOL #BTS #TheMusicVideo",44
484,0.2263,0.0,0.0,0.119,@nytimes,2018-10-08 04:49:01,RT @nytimes: Here's a list of early voting dates for the states that allow it https://t.co/SNqAUsnLNe,45
485,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:01,RT @nytimes: President Trump has sold himself as a self-made billionaire but our investigation found that he received more than $400 millioâ€¦,46
486,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:01,"RT @nytimes: Since she moved to Washington, the capital has been transfixed by the distance Melania Trump appears to put between herself anâ€¦",47
487,0.4404,0.0,0.0,0.326,@nytimes,2018-10-08 04:49:00,@nytimes She speaks English better than him?,48
488,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:49:00,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,49
489,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:59,"@nytimes If @FLOTUS really wanted to be recognized not by fashion but cause, I suggest she study Anjolina. Blend in. https://t.co/j05WiYp4bI",50
490,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:58,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,51
491,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:58,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,52
492,0.4019,0.0,0.0,0.197,@nytimes,2018-10-08 04:48:58,"RT @nytimes: Populist Wave Hits Latvia, Lifting Pro-Russia Party in Election https://t.co/vGITO0S5m2",53
493,0.5106,0.0,0.0,0.292,@nytimes,2018-10-08 04:48:56,@nytimes Getting the free rides out of the way ğŸ˜‚,54
494,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:54,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,55
495,0.0,0.114,0.114,0.154,@nytimes,2018-10-08 04:48:53,"RT @nytimes: Taylor Swift, who has previously been â€œreluctantâ€ to publicly voice her political opinions, broke her silence and endorsed twoâ€¦",56
496,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:53,@dustinpg11 @JAllen_BR @nytimes She doesn't cRe about fox trash,57
497,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:53,RT @nytimes: President Trump has sold himself as a self-made billionaire but our investigation found that he received more than $400 millioâ€¦,58
498,-0.5216,0.325,0.325,0.0,@nytimes,2018-10-08 04:48:52,@nytimes They haven't made love since September 2014.,59
499,-0.7003,0.216,0.216,0.0,@nytimes,2018-10-08 04:48:52,"RT @nstr30: 10000 fascists singing ""go and get them"" (ref to Catalans). It was not enough with police brutality on #1Oct during #catalanrefâ€¦",60
500,0.6872,0.0,0.0,0.261,@nytimes,2018-10-08 04:48:51,"@nytimes Melanie really does look like Michael Jackson in that getup. 

Who wore it better? He did. https://t.co/tA6s462ptv",61
501,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:50,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,62
502,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:50,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,63
503,0.4201,0.0,0.0,0.128,@nytimes,2018-10-08 04:48:49,"@nytimes Meanwhile spends all her time in LA. She wants to make Tenn more like California. How bout that, Volunteers?",64
504,-0.6077,0.207,0.207,0.0,@nytimes,2018-10-08 04:48:49,"@jon_oc @nytimes What makes more sense - adapt, stop building on unstable ground, and thinking we are gods that can control nature.",65
505,-0.3612,0.106,0.106,0.0,@nytimes,2018-10-08 04:48:47,RT @nytimes: On newsstands today: The New York Times investigation that shows how Donald Trump participated in dubious tax schemes during tâ€¦,66
506,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:45,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,67
507,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:45,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,68
508,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:45,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,69
509,-0.7396,0.331,0.331,0.089,@nytimes,2018-10-08 04:48:45,"@Narrative4Sale @nytimes I don't care about Trump. He's an idiot. 
I care about making sure the 2018 and 2020 electâ€¦ https://t.co/PwGSh3q3el",70
510,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:43,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,71
511,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:43,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,72
512,0.4215,0.0,0.0,0.189,@nytimes,2018-10-08 04:48:43,@AboveTheMadness @nytimes Just finished a sold-out worldwide tour but yeah it's about the money,73
513,0.4496,0.083,0.083,0.154,@nytimes,2018-10-08 04:48:42,"@nytimes More false propaganda from the NYT ??  Who is now the communicating arm of the Democratic Party!!!
AMERICANS VOTE RED IN NOVEMBER!!",74
514,0.0534,0.153,0.153,0.202,@nytimes,2018-10-08 04:48:42,@nytimes That would be very bad. Sort of like Obama extending executive privilege without ever contemplating that oâ€¦ https://t.co/i3h5SHZaJP,75
515,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:41,"RT @nytimes: Since she moved to Washington, the capital has been transfixed by the distance Melania Trump appears to put between herself anâ€¦",76
516,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:40,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,77
517,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:40,RT @nytimes: Our investigation revealed that Donald Trump received the equivalent today of at least $413 million from his fatherâ€™s real estâ€¦,78
518,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:39,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,79
519,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:39,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,80
520,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:38,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,81
521,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:38,"RT @nytimes: Since she moved to Washington, the capital has been transfixed by the distance Melania Trump appears to put between herself anâ€¦",82
522,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:35,"RT @nytimes: Since she moved to Washington, the capital has been transfixed by the distance Melania Trump appears to put between herself anâ€¦",83
523,0.1531,0.088,0.088,0.113,@nytimes,2018-10-08 04:48:35,RT @ACCmediacenter: The ACCâ€™s online calculator can help to assess your risk of #heartdisease. Your Lifetime Health Checkup Roadmap from @nâ€¦,84
524,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:34,"RT @nytimes: Since she moved to Washington, the capital has been transfixed by the distance Melania Trump appears to put between herself anâ€¦",85
525,0.4404,0.084,0.084,0.185,@nytimes,2018-10-08 04:48:34,RT @BaffaVbaffa: @nytimes Reading this thread gave me goosebumps. Black women and young people are on fire ğŸ”¥ğŸ”¥ğŸ”¥and giving me hope that we caâ€¦,86
526,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:33,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,87
527,-0.5719,0.171,0.171,0.0,@nytimes,2018-10-08 04:48:33,"RT @mayemusk: .@nytimes had 100% negative headlines about @Tesla in September, according to @cleantechnica Among the haters/writers is @neaâ€¦",88
528,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:33,RT @nytimes: Our investigation revealed that Donald Trump received the equivalent today of at least $413 million from his fatherâ€™s real estâ€¦,89
529,-0.3818,0.195,0.195,0.113,@nytimes,2018-10-08 04:48:32,RT @davereaboi: We used to laugh at this shit when it was confined to the lunatics at â¦@Salonâ©. Now itâ€™s standard fare at the â¦@nytimesâ©.â€¦,90
530,-0.4404,0.288,0.288,0.153,@nytimes,2018-10-08 04:48:31,Major Climate Report Describes a Strong Risk of Crisis as Early as 2040   via @NYTimes https://t.co/i5SWL0yFQg,91
531,-0.3804,0.156,0.156,0.0,@nytimes,2018-10-08 04:48:31,@nytimes Really odd clothing for an oddly behaving person. What is she trying to demonstrate?,92
532,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:30,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,93
533,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:29,RT @nytimes: President Trump has sold himself as a self-made billionaire but our investigation found that he received more than $400 millioâ€¦,94
534,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:29,RT @nytimes: A small army of African-American women across the South is using networks originally forged in segregation to muster turnout fâ€¦,95
535,-0.296,0.109,0.109,0.0,@nytimes,2018-10-08 04:48:28,"RT @peterbakernyt: For anyone who missed it last week, the â¦@nytimesâ© reprints the extraordinary journalistic investigation of Trump's dubiâ€¦",96
536,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:28,RT @nytimes: Live Review: K-Pop Superstars BTS Lit Up Citi Fieldâ€™s Stage. Their Fans Did the Rest. https://t.co/Sbcajl5tXm,97
537,0.0,0.0,0.0,0.0,@nytimes,2018-10-08 04:48:26,RT @nytimes: President Trump has sold himself as a self-made billionaire but our investigation found that he received more than $400 millioâ€¦,98
538,-0.296,0.109,0.109,0.0,@nytimes,2018-10-08 04:48:26,"RT @peterbakernyt: For anyone who missed it last week, the â¦@nytimesâ© reprints the extraordinary journalistic investigation of Trump's dubiâ€¦",99
539,0.0,0.114,0.114,0.154,@nytimes,2018-10-08 04:48:25,"RT @nytimes: Taylor Swift, who has previously been â€œreluctantâ€ to publicly voice her political opinions, broke her silence and endorsed twoâ€¦",100
